areaName,areaCode,year,month,Quarter,day,WorkingDay,FirstDose,SecondDose,ThirdDose,Booster
England,E92000001,2022,1,Q1,Tue,Yes,16010,25145,57675,1
England,E92000001,2022,1,Q1,Mon,Yes,13819,21951,54649,1
England,E92000001,2022,1,Q1,Sun,No,15345,24095,45923,1
England,E92000001,2022,1,Q1,Sat,No,25451,39142,90122,1
England,E92000001,2022,1,Q1,Fri,Yes,18405,25243,85517,1
England,E92000001,2022,1,Q1,Thu,Yes,18101,26550,87221,1
England,E92000001,2022,1,Q1,Wed,Yes,17112,25076,96154,1
England,E92000001,2022,1,Q1,Tue,Yes,16827,23179,108219,1
England,E92000001,2022,1,Q1,Mon,Yes,15755,21442,116227,1
England,E92000001,2022,1,Q1,Sun,No,19373,25539,109898,1
England,E92000001,2022,1,Q1,Sat,No,29231,41351,206676,1
England,E92000001,2022,1,Q1,Fri,Yes,20352,27800,180813,1
England,E92000001,2022,1,Q1,Thu,Yes,20102,26799,188716,1
England,E92000001,2022,1,Q1,Wed,Yes,22233,29779,199810,1
England,E92000001,2022,1,Q1,Tue,Yes,22307,33056,187298,1
England,E92000001,2022,1,Q1,Mon,Yes,17260,22166,117336,1
England,E92000001,2022,1,Q1,Sun,No,11797,15604,103407,1
England,E92000001,2022,1,Q1,Sat,No,2203,2684,17875,1
England,E92000001,2021,12,Q4,Fri,Yes,14380,19266,138936,1
England,E92000001,2021,12,Q4,Thu,Yes,30432,39755,320532,1
England,E92000001,2021,12,Q4,Wed,Yes,30008,39346,345462,1
England,E92000001,2021,12,Q4,Tue,Yes,21549,26626,258399,1
England,E92000001,2021,12,Q4,Mon,Yes,15766,18686,209626,1
England,E92000001,2021,12,Q4,Sun,No,1809,1991,20278,1
England,E92000001,2021,12,Q4,Sat,No,955,916,10477,0
England,E92000001,2021,12,Q4,Fri,Yes,10452,13540,153690,1
England,E92000001,2021,12,Q4,Thu,Yes,29980,39323,493033,1
England,E92000001,2021,12,Q4,Wed,Yes,35657,47314,695273,1
England,E92000001,2021,12,Q4,Tue,Yes,36309,48491,809192,1
England,E92000001,2021,12,Q4,Mon,Yes,36092,44655,753793,1
England,E92000001,2021,12,Q4,Sun,No,30298,36136,726195,1
England,E92000001,2021,12,Q4,Sat,No,35141,41112,830403,1
England,E92000001,2021,12,Q4,Fri,Yes,29563,37693,740775,1
England,E92000001,2021,12,Q4,Thu,Yes,29554,37626,739867,1
England,E92000001,2021,12,Q4,Wed,Yes,24607,33399,626846,1
England,E92000001,2021,12,Q4,Tue,Yes,30807,33130,548039,1
England,E92000001,2021,12,Q4,Mon,Yes,19270,25394,418544,1
England,E92000001,2021,12,Q4,Sun,No,19197,24900,333866,1
England,E92000001,2021,12,Q4,Sat,No,23546,34061,483361,1
England,E92000001,2021,12,Q4,Fri,Yes,19343,28294,362502,1
England,E92000001,2021,12,Q4,Thu,Yes,20751,29840,396278,1
England,E92000001,2021,12,Q4,Wed,Yes,18337,25110,340615,1
England,E92000001,2021,12,Q4,Tue,Yes,19228,23206,319214,1
England,E92000001,2021,12,Q4,Mon,Yes,17537,21622,268062,1
England,E92000001,2021,12,Q4,Sun,No,16008,20872,221674,1
England,E92000001,2021,12,Q4,Sat,No,24789,34276,412755,1
England,E92000001,2021,12,Q4,Fri,Yes,20806,26469,332834,1
England,E92000001,2021,12,Q4,Thu,Yes,22731,26919,353104,1
England,E92000001,2021,12,Q4,Wed,Yes,22406,28070,341121,1
England,E92000001,2021,11,Q4,Tue,Yes,27138,27933,325881,1
England,E92000001,2021,11,Q4,Mon,Yes,19496,22601,258944,1
England,E92000001,2021,11,Q4,Sun,No,15301,22482,223189,1
England,E92000001,2021,11,Q4,Sat,No,21362,30616,419657,1
England,E92000001,2021,11,Q4,Fri,Yes,19098,21923,320981,1
England,E92000001,2021,11,Q4,Thu,Yes,20677,19615,334749,0
England,E92000001,2021,11,Q4,Wed,Yes,21775,20048,315306,0
England,E92000001,2021,11,Q4,Tue,Yes,23445,18562,301034,0
England,E92000001,2021,11,Q4,Mon,Yes,20665,15567,249999,0
England,E92000001,2021,11,Q4,Sun,No,14066,11240,189138,0
England,E92000001,2021,11,Q4,Sat,No,23350,21592,412685,0
England,E92000001,2021,11,Q4,Fri,Yes,24413,18723,305470,0
England,E92000001,2021,11,Q4,Thu,Yes,24034,17429,318203,0
England,E92000001,2021,11,Q4,Wed,Yes,28332,18511,314138,0
England,E92000001,2021,11,Q4,Tue,Yes,27258,16897,282808,0
England,E92000001,2021,11,Q4,Mon,Yes,27672,15525,232248,0
England,E92000001,2021,11,Q4,Sun,No,18296,11959,176724,0
England,E92000001,2021,11,Q4,Sat,No,30618,22806,411430,0
England,E92000001,2021,11,Q4,Fri,Yes,31649,19229,299597,0
England,E92000001,2021,11,Q4,Thu,Yes,34640,19560,305139,0
England,E92000001,2021,11,Q4,Wed,Yes,115551,43996,465913,0
England,E92000001,2021,11,Q4,Tue,Yes,36321,18208,278763,0
England,E92000001,2021,11,Q4,Mon,Yes,30386,17398,222489,0
England,E92000001,2021,11,Q4,Sun,No,22430,11202,166959,0
England,E92000001,2021,11,Q4,Sat,No,33721,22869,371339,0
England,E92000001,2021,11,Q4,Fri,Yes,40573,19037,266470,0
England,E92000001,2021,11,Q4,Thu,Yes,40075,17167,274443,0
England,E92000001,2021,11,Q4,Wed,Yes,42413,17374,267772,0
England,E92000001,2021,11,Q4,Tue,Yes,43508,17807,246266,0
England,E92000001,2021,11,Q4,Mon,Yes,34642,15751,196712,0
England,E92000001,2021,10,Q4,Sun,No,22954,11464,131261,0
England,E92000001,2021,10,Q4,Sat,No,31157,22479,330445,0
England,E92000001,2021,10,Q4,Fri,Yes,36561,19175,238142,0
England,E92000001,2021,10,Q4,Thu,Yes,39397,19586,247995,0
England,E92000001,2021,10,Q4,Wed,Yes,39964,18740,236580,0
England,E92000001,2021,10,Q4,Tue,Yes,35780,19499,217396,0
England,E92000001,2021,10,Q4,Mon,Yes,32032,18251,188412,0
England,E92000001,2021,10,Q4,Sun,No,19607,14138,138088,0
England,E92000001,2021,10,Q4,Sat,No,32220,27527,325140,0
England,E92000001,2021,10,Q4,Fri,Yes,41732,22423,248183,0
England,E92000001,2021,10,Q4,Thu,Yes,44558,22027,255406,0
England,E92000001,2021,10,Q4,Wed,Yes,44521,21701,223816,0
England,E92000001,2021,10,Q4,Tue,Yes,38533,21141,199008,0
England,E92000001,2021,10,Q4,Mon,Yes,35334,20668,150296,0
England,E92000001,2021,10,Q4,Sun,No,9839,14545,99308,1
England,E92000001,2021,10,Q4,Sat,No,19735,30440,285730,1
England,E92000001,2021,10,Q4,Fri,Yes,35884,25380,198085,0
England,E92000001,2021,10,Q4,Thu,Yes,38185,23489,214287,0
England,E92000001,2021,10,Q4,Wed,Yes,32315,24828,190698,0
England,E92000001,2021,10,Q4,Tue,Yes,30636,22447,160010,0
England,E92000001,2021,10,Q4,Mon,Yes,23232,20350,121718,0
England,E92000001,2021,10,Q4,Sun,No,9111,15643,91878,1
England,E92000001,2021,10,Q4,Sat,No,18438,29751,250078,1
England,E92000001,2021,10,Q4,Fri,Yes,25536,25006,172645,0
England,E92000001,2021,10,Q4,Thu,Yes,25319,24208,176054,0
England,E92000001,2021,10,Q4,Wed,Yes,24519,24135,160387,0
England,E92000001,2021,10,Q4,Tue,Yes,35193,24253,154143,0
England,E92000001,2021,10,Q4,Mon,Yes,30784,24746,122358,0
England,E92000001,2021,10,Q4,Sun,No,10720,17502,88233,1
England,E92000001,2021,10,Q4,Sat,No,18736,30849,193759,1
England,E92000001,2021,10,Q4,Fri,Yes,31978,29993,153160,0
England,E92000001,2021,9,Q3,Thu,Yes,28689,30318,,0
Northern Ireland,N92000002,2022,5,Q2,Mon,Yes,0,18,2515,1
Northern Ireland,N92000002,2022,5,Q2,Sun,No,97,247,689,1
Northern Ireland,N92000002,2022,5,Q2,Sat,No,109,345,1787,1
Northern Ireland,N92000002,2022,5,Q2,Fri,Yes,64,206,3576,1
Northern Ireland,N92000002,2022,5,Q2,Thu,Yes,90,240,5424,1
Northern Ireland,N92000002,2022,5,Q2,Wed,Yes,43,116,4368,1
Northern Ireland,N92000002,2022,5,Q2,Tue,Yes,38,103,4754,1
Northern Ireland,N92000002,2022,5,Q2,Mon,Yes,19,84,3605,1
Northern Ireland,N92000002,2022,5,Q2,Sun,No,139,320,773,1
Northern Ireland,N92000002,2022,5,Q2,Sat,No,138,429,1293,1
Northern Ireland,N92000002,2022,5,Q2,Fri,Yes,51,168,4278,1
Northern Ireland,N92000002,2022,5,Q2,Thu,Yes,58,204,6513,1
Northern Ireland,N92000002,2022,5,Q2,Wed,Yes,53,154,6812,1
Northern Ireland,N92000002,2022,5,Q2,Tue,Yes,60,179,6555,1
Northern Ireland,N92000002,2022,5,Q2,Mon,Yes,61,124,5312,1
Northern Ireland,N92000002,2022,5,Q2,Sun,No,128,299,842,1
Northern Ireland,N92000002,2022,5,Q2,Sat,No,110,385,3738,1
Northern Ireland,N92000002,2022,5,Q2,Fri,Yes,119,203,4381,1
Northern Ireland,N92000002,2022,5,Q2,Thu,Yes,81,222,6441,1
Northern Ireland,N92000002,2022,5,Q2,Wed,Yes,15,183,6541,1
Northern Ireland,N92000002,2022,5,Q2,Tue,Yes,0,123,3674,1
Northern Ireland,N92000002,2022,5,Q2,Mon,Yes,18,105,635,1
Northern Ireland,N92000002,2022,5,Q2,Sun,No,138,330,633,1
Northern Ireland,N92000002,2022,4,Q2,Sat,No,198,453,1393,1
Northern Ireland,N92000002,2022,4,Q2,Fri,Yes,94,224,3813,1
Northern Ireland,N92000002,2022,4,Q2,Thu,Yes,50,303,6974,1
Northern Ireland,N92000002,2022,4,Q2,Wed,Yes,185,282,7458,1
Northern Ireland,N92000002,2022,4,Q2,Tue,Yes,0,82,5659,1
Northern Ireland,N92000002,2022,4,Q2,Mon,Yes,64,102,2170,1
Northern Ireland,N92000002,2022,4,Q2,Sun,No,159,443,1147,1
Northern Ireland,N92000002,2022,4,Q2,Sat,No,259,473,804,1
Northern Ireland,N92000002,2022,4,Q2,Fri,Yes,157,347,1568,1
Northern Ireland,N92000002,2022,4,Q2,Thu,Yes,102,229,1478,1
Northern Ireland,N92000002,2022,4,Q2,Wed,Yes,191,428,1321,1
Northern Ireland,N92000002,2022,4,Q2,Tue,Yes,34,153,297,1
Northern Ireland,N92000002,2022,4,Q2,Mon,Yes,14,53,166,1
Northern Ireland,N92000002,2022,4,Q2,Sun,No,0,0,0,0
Northern Ireland,N92000002,2022,4,Q2,Sat,No,126,254,456,1
Northern Ireland,N92000002,2022,4,Q2,Fri,Yes,163,292,900,1
Northern Ireland,N92000002,2022,4,Q2,Thu,Yes,163,289,1345,1
Northern Ireland,N92000002,2022,4,Q2,Wed,Yes,149,290,1670,1
Northern Ireland,N92000002,2022,4,Q2,Tue,Yes,50,133,1040,1
Northern Ireland,N92000002,2022,4,Q2,Mon,Yes,33,110,647,1
Northern Ireland,N92000002,2022,4,Q2,Sun,No,239,382,426,1
Northern Ireland,N92000002,2022,4,Q2,Sat,No,176,343,540,1
Northern Ireland,N92000002,2022,4,Q2,Fri,Yes,120,202,800,1
Northern Ireland,N92000002,2022,4,Q2,Thu,Yes,127,301,878,1
Northern Ireland,N92000002,2022,4,Q2,Wed,Yes,129,249,602,1
Northern Ireland,N92000002,2022,4,Q2,Tue,Yes,48,125,486,1
Northern Ireland,N92000002,2022,4,Q2,Mon,Yes,56,73,364,1
Northern Ireland,N92000002,2022,4,Q2,Sun,No,216,397,509,1
Northern Ireland,N92000002,2022,4,Q2,Sat,No,203,428,606,1
Northern Ireland,N92000002,2022,4,Q2,Fri,Yes,138,304,746,1
Northern Ireland,N92000002,2022,3,Q1,Thu,Yes,97,251,525,1
Northern Ireland,N92000002,2022,3,Q1,Wed,Yes,99,334,638,1
Northern Ireland,N92000002,2022,3,Q1,Tue,Yes,28,208,391,1
Northern Ireland,N92000002,2022,3,Q1,Mon,Yes,78,100,451,1
Northern Ireland,N92000002,2022,3,Q1,Sun,No,201,273,320,1
Northern Ireland,N92000002,2022,3,Q1,Sat,No,175,415,490,1
Northern Ireland,N92000002,2022,3,Q1,Fri,Yes,125,228,765,1
Northern Ireland,N92000002,2022,3,Q1,Thu,Yes,57,141,462,1
Northern Ireland,N92000002,2022,3,Q1,Wed,Yes,136,249,899,1
Northern Ireland,N92000002,2022,3,Q1,Tue,Yes,104,291,998,1
Northern Ireland,N92000002,2022,3,Q1,Mon,Yes,57,103,878,1
Northern Ireland,N92000002,2022,3,Q1,Sun,No,204,299,330,1
Northern Ireland,N92000002,2022,3,Q1,Sat,No,185,326,414,1
Northern Ireland,N92000002,2022,3,Q1,Fri,Yes,174,320,762,1
Northern Ireland,N92000002,2022,3,Q1,Thu,Yes,174,186,300,1
Northern Ireland,N92000002,2022,3,Q1,Wed,Yes,110,271,828,1
Northern Ireland,N92000002,2022,3,Q1,Tue,Yes,46,165,787,1
Northern Ireland,N92000002,2022,3,Q1,Mon,Yes,82,206,975,1
Northern Ireland,N92000002,2022,3,Q1,Sun,No,228,282,325,1
Northern Ireland,N92000002,2022,3,Q1,Sat,No,192,377,1135,1
Northern Ireland,N92000002,2022,3,Q1,Fri,Yes,108,225,682,1
Northern Ireland,N92000002,2022,3,Q1,Thu,Yes,158,302,836,1
Northern Ireland,N92000002,2022,3,Q1,Wed,Yes,93,234,990,1
Northern Ireland,N92000002,2022,3,Q1,Tue,Yes,128,235,674,1
Northern Ireland,N92000002,2022,3,Q1,Mon,Yes,104,235,739,1
Northern Ireland,N92000002,2022,3,Q1,Sun,No,255,262,386,1
Northern Ireland,N92000002,2022,3,Q1,Sat,No,230,337,525,1
Northern Ireland,N92000002,2022,3,Q1,Fri,Yes,361,435,1973,1
Northern Ireland,N92000002,2022,3,Q1,Thu,Yes,0,0,0,0
Northern Ireland,N92000002,2022,3,Q1,Wed,Yes,231,218,1224,0
Northern Ireland,N92000002,2022,3,Q1,Tue,Yes,109,314,850,1
Northern Ireland,N92000002,2022,2,Q1,Mon,Yes,101,242,925,1
Northern Ireland,N92000002,2022,2,Q1,Sun,No,217,490,618,1
Northern Ireland,N92000002,2022,2,Q1,Sat,No,169,444,734,1
Northern Ireland,N92000002,2022,2,Q1,Fri,Yes,138,283,1371,1
Northern Ireland,N92000002,2022,2,Q1,Thu,Yes,65,220,1292,1
Northern Ireland,N92000002,2022,2,Q1,Wed,Yes,114,259,1412,1
Northern Ireland,N92000002,2022,2,Q1,Tue,Yes,49,235,1344,1
Northern Ireland,N92000002,2022,2,Q1,Mon,Yes,80,151,829,1
Northern Ireland,N92000002,2022,2,Q1,Sun,No,170,388,598,1
Northern Ireland,N92000002,2022,2,Q1,Sat,No,222,434,911,1
Northern Ireland,N92000002,2022,2,Q1,Fri,Yes,169,567,1266,1
Northern Ireland,N92000002,2022,2,Q1,Thu,Yes,172,389,1702,1
Northern Ireland,N92000002,2022,2,Q1,Wed,Yes,148,425,2046,1
Northern Ireland,N92000002,2022,2,Q1,Tue,Yes,113,316,1652,1
Northern Ireland,N92000002,2022,2,Q1,Mon,Yes,127,318,1826,1
Northern Ireland,N92000002,2022,2,Q1,Sun,No,231,498,675,1
Northern Ireland,N92000002,2022,2,Q1,Sat,No,176,484,790,1
Northern Ireland,N92000002,2022,2,Q1,Fri,Yes,128,503,1680,1
Northern Ireland,N92000002,2022,2,Q1,Thu,Yes,485,730,2115,1
Northern Ireland,N92000002,2022,2,Q1,Wed,Yes,0,30,2035,1
Northern Ireland,N92000002,2022,2,Q1,Tue,Yes,179,231,1785,1
Northern Ireland,N92000002,2022,2,Q1,Mon,Yes,193,268,1906,1
Northern Ireland,N92000002,2022,2,Q1,Sun,No,404,474,1057,1
Northern Ireland,N92000002,2022,2,Q1,Sat,No,289,549,1245,1
Northern Ireland,N92000002,2022,2,Q1,Fri,Yes,238,395,1586,1
Northern Ireland,N92000002,2022,2,Q1,Thu,Yes,200,434,2057,1
Northern Ireland,N92000002,2022,2,Q1,Wed,Yes,168,436,1708,1
Northern Ireland,N92000002,2022,2,Q1,Tue,Yes,188,248,1746,1
Northern Ireland,N92000002,2022,1,Q1,Mon,Yes,159,262,1176,1
Northern Ireland,N92000002,2022,1,Q1,Sun,No,232,439,745,1
Northern Ireland,N92000002,2022,1,Q1,Sat,No,475,701,1318,1
Northern Ireland,N92000002,2022,1,Q1,Fri,Yes,262,451,1998,1
Northern Ireland,N92000002,2022,1,Q1,Thu,Yes,396,649,2406,1
Northern Ireland,N92000002,2022,1,Q1,Wed,Yes,309,601,2293,1
Northern Ireland,N92000002,2022,1,Q1,Tue,Yes,209,427,2142,1
Northern Ireland,N92000002,2022,1,Q1,Mon,Yes,207,347,1709,1
Northern Ireland,N92000002,2022,1,Q1,Sun,No,402,693,868,1
Northern Ireland,N92000002,2022,1,Q1,Sat,No,360,659,1129,1
Northern Ireland,N92000002,2022,1,Q1,Fri,Yes,461,698,3248,1
Northern Ireland,N92000002,2022,1,Q1,Thu,Yes,385,557,3892,1
Northern Ireland,N92000002,2022,1,Q1,Wed,Yes,183,630,4215,1
Northern Ireland,N92000002,2022,1,Q1,Tue,Yes,496,503,3956,1
Northern Ireland,N92000002,2022,1,Q1,Mon,Yes,577,501,4093,0
Northern Ireland,N92000002,2022,1,Q1,Sun,No,365,509,1313,1
Northern Ireland,N92000002,2022,1,Q1,Sat,No,429,567,2501,1
Northern Ireland,N92000002,2022,1,Q1,Fri,Yes,569,474,5116,0
Northern Ireland,N92000002,2022,1,Q1,Thu,Yes,782,634,5583,0
Northern Ireland,N92000002,2022,1,Q1,Wed,Yes,665,438,8193,0
Northern Ireland,N92000002,2022,1,Q1,Tue,Yes,623,425,6530,0
Northern Ireland,N92000002,2022,1,Q1,Mon,Yes,428,402,6748,0
Northern Ireland,N92000002,2022,1,Q1,Sun,No,973,,6867,0
Northern Ireland,N92000002,2022,1,Q1,Sat,No,0,0,0,0
Northern Ireland,N92000002,2022,1,Q1,Fri,Yes,641,539,7757,0
Northern Ireland,N92000002,2022,1,Q1,Thu,Yes,503,629,8899,1
Northern Ireland,N92000002,2022,1,Q1,Wed,Yes,3770,1801,6396,0
Northern Ireland,N92000002,2022,1,Q1,Tue,Yes,520,609,7010,1
Northern Ireland,N92000002,2022,1,Q1,Mon,Yes,401,421,4693,1
Northern Ireland,N92000002,2022,1,Q1,Sun,No,324,283,3251,0
Northern Ireland,N92000002,2022,1,Q1,Sat,No,71,68,979,0
Northern Ireland,N92000002,2021,12,Q4,Fri,Yes,92,161,3037,1
Northern Ireland,N92000002,2021,12,Q4,Thu,Yes,636,496,10975,0
Northern Ireland,N92000002,2021,12,Q4,Wed,Yes,496,558,10903,1
Northern Ireland,N92000002,2021,12,Q4,Tue,Yes,849,432,7777,0
Northern Ireland,N92000002,2021,12,Q4,Mon,Yes,591,279,6077,0
Northern Ireland,N92000002,2021,12,Q4,Sun,No,126,93,2705,0
Northern Ireland,N92000002,2021,12,Q4,Sat,No,0,1,2,1
Northern Ireland,N92000002,2021,12,Q4,Fri,Yes,40,23,2722,0
Northern Ireland,N92000002,2021,12,Q4,Thu,Yes,555,483,14948,0
